name,qid,filename,file_page,author,license,source,image_url,_saved_path
Nathaniel Clyne,Q714067,Nathaniel Clyne 2018 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Nathaniel Clyne 2018 (cropped).jpg,kyivcity.gov.ua,CC BY 4.0 (https://creativecommons.org/licenses/by/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Nathaniel%20Clyne%202018%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Nathaniel Clyne 2018 (cropped).jpg
Daichi Kamada,Q20039495,2022128173756 2022-05-08 Fussball Eintracht Frankfurt vs Borussia Mönchengladbach - Sven - 1D X MK II - 0725 - AK8I7460 (Daichi Kamada cropped).jpg,https://commons.wikimedia.org/wiki/File:2022128173756 2022-05-08 Fussball Eintracht Frankfurt vs Borussia Mönchengladbach - Sven - 1D X MK II - 0725 - AK8I7460 (Daichi Kamada cropped).jpg,Sven Mandel,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2022128173756%202022-05-08%20Fussball%20Eintracht%20Frankfurt%20vs%20Borussia%20M%C3%B6nchengladbach%20-%20Sven%20-%201D%20X%20MK%20II%20-%200725%20-%20AK8I7460%20%28Daichi%20Kamada%20cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2022128173756 2022-05-08 Fussball Eintracht Frankfurt vs Borussia Mönchengladbach - Sven - 1D X MK II - 0725 - AK8I7460 (Daichi Kamada cropped).jpg
Will Hughes,Q133920,Will Hughes.jpg,https://commons.wikimedia.org/wiki/File:Will Hughes.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/27687446@N07"">Matlock-Photo</a> from Derbyshire, England",CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Will%20Hughes.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Will Hughes.jpg
Daniel Muñoz,Q56703599,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Adam Wharton,Q113488911,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Romain Esse,Q116284933,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Jaydee Canvot,Q129404148,Canvot asse tfc 2425.png,https://commons.wikimedia.org/wiki/File:Canvot asse tfc 2425.png,"<a href=""//commons.wikimedia.org/wiki/User:Pat%C3%A9_kroute"" title=""User:Paté kroute"">Paté kroute</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Canvot%20asse%20tfc%202425.png?width=800,/Users/mzahariev/footballspinner/public/players/Canvot asse tfc 2425.png
Borna Sosa,Q20093885,Borna sosa.jpg,https://commons.wikimedia.org/wiki/File:Borna sosa.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Jeollo_von_VfB-exklusiv.de&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Jeollo von VfB-exklusiv.de (page does not exist)"">Jeollo von VfB-exklusiv.de</a>",CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Borna%20sosa.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Borna sosa.jpg
Chris Richards,Q60839691,Chris Richards (soccer).jpg,https://commons.wikimedia.org/wiki/File:Chris Richards (soccer).jpg,Pedro  Semitiel,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Chris%20Richards%20%28soccer%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Chris Richards (soccer).jpg
Cheick Doucouré,Q47490408,Lens - Sochaux (23-11-2019) 81.jpg,https://commons.wikimedia.org/wiki/File:Lens - Sochaux (23-11-2019) 81.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Supporterh%C3%A9ninois&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Supporterhéninois (page does not exist)"">Supporterhéninois</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Lens%20-%20Sochaux%20%2823-11-2019%29%2081.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lens - Sochaux (23-11-2019) 81.jpg
Chadi Riad,Q104784108,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Caleb Kporha,Q131109014,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Walter Benítez,Q17064018,Walter benitez 2016.jpg,https://commons.wikimedia.org/wiki/File:Walter benitez 2016.jpg,"<a href=""//commons.wikimedia.org/wiki/User:FedeQKC"" title=""User:FedeQKC"">FedeQKC</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Walter%20benitez%202016.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Walter benitez 2016.jpg
Maxence Lacroix,Q60286976,Lens - Sochaux (23-11-2019) 73.jpg,https://commons.wikimedia.org/wiki/File:Lens - Sochaux (23-11-2019) 73.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Supporterh%C3%A9ninois&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Supporterhéninois (page does not exist)"">Supporterhéninois</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Lens%20-%20Sochaux%20%2823-11-2019%29%2073.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Lens - Sochaux (23-11-2019) 73.jpg
Justin Devenny,Q122089959,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Rio Cardines,Q134607428,Rio Cardines 2025.jpg,https://commons.wikimedia.org/wiki/File:Rio Cardines 2025.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.youtube.com/@Skulli_Loves_Football"">Skulli Loves Football </a>",CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Rio%20Cardines%202025.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Rio Cardines 2025.jpg
Marc Guéhi,Q44737396,Marc Guehi December 2018.jpg,https://commons.wikimedia.org/wiki/File:Marc Guehi December 2018.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/121676765@N07"">@cfcunofficial (Chelsea Debs) London</a> from London, UK",CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Guehi%20December%202018.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Marc Guehi December 2018.jpg
Jefferson Lerma,Q16300824,Jefferson Lerma 2018.png,https://commons.wikimedia.org/wiki/File:Jefferson Lerma 2018.png,AFC Bournemouth,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Jefferson%20Lerma%202018.png?width=800,/Users/mzahariev/footballspinner/public/players/Jefferson Lerma 2018.png
Eddie Nketiah,Q41259115,1 Eddie Nketiah 2018.jpg,https://commons.wikimedia.org/wiki/File:1 Eddie Nketiah 2018.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Chensiyuan"" title=""User:Chensiyuan"">Chensiyuan</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/1%20Eddie%20Nketiah%202018.jpg?width=800,/Users/mzahariev/footballspinner/public/players/1 Eddie Nketiah 2018.jpg
Iliman Ndiaye,Q105956269,Iliman Ndiaye.png,https://commons.wikimedia.org/wiki/File:Iliman Ndiaye.png,Irish Football Fan TV,CC BY 3.0 (https://creativecommons.org/licenses/by/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Iliman%20Ndiaye.png?width=800,/Users/mzahariev/footballspinner/public/players/Iliman Ndiaye.png
Thierno Barry,Q108413798,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Mark J Travers,Q107457450,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Vitaliy Mykolenko,Q37875995,Виталий Миколенко — 1182449 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Виталий Миколенко — 1182449 (cropped).jpg,Dynamomania.com,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D0%B8%D0%B9%20%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE%20%E2%80%94%201182449%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Виталий Миколенко  1182449 (cropped).jpg
Jack Grealish,Q16056053,ManCity20240722-017 (cropped).jpg,https://commons.wikimedia.org/wiki/File:ManCity20240722-017 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Hameltion"" title=""User:Hameltion"">Hameltion</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/ManCity20240722-017%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/ManCity20240722-017 (cropped).jpg
Tyler Dibling,Q115973966,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Kiernan Dewsbury-Hall,Q83632882,Kiernan Dewsbury-Hall FIFA Club World Cup final extraction.jpg,https://commons.wikimedia.org/wiki/File:Kiernan Dewsbury-Hall FIFA Club World Cup final extraction.jpg,The White House,Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Kiernan%20Dewsbury-Hall%20FIFA%20Club%20World%20Cup%20final%20extraction.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Kiernan Dewsbury-Hall FIFA Club World Cup final extraction.jpg
Carlos Alcaraz,Q88130791,Charly Alcaraz (cropped).jpg,https://commons.wikimedia.org/wiki/File:Charly Alcaraz (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:RDPFLAME"" title=""User:RDPFLAME"">RDPFLAME</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Charly%20Alcaraz%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Charly Alcaraz (cropped).jpg
Idrissa Gueye (toti),Q46679,Idrissa Gueye (cropped).jpg,https://commons.wikimedia.org/wiki/File:Idrissa Gueye (cropped).jpg,Екатерина Лаут,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Idrissa%20Gueye%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Idrissa Gueye (cropped).jpg
Merlin Röhl,Q99752352,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Tim Iroegbunam,Q111027477,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Michael Keane,Q80712,Michael Keane 2017.jpg,https://commons.wikimedia.org/wiki/File:Michael Keane 2017.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/121676765@N07"">@cfcunofficial (Chelsea Debs) London</a>",CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Keane%202017.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Michael Keane 2017.jpg
James Tarkowski,Q6144020,James Tarkowski (Oct 2017).jpg,https://commons.wikimedia.org/wiki/File:James Tarkowski (Oct 2017).jpg,Jon Harris/Press Association,CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/James%20Tarkowski%20%28Oct%202017%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/James Tarkowski (Oct 2017).jpg
Dwight McNeil,Q53652291,Dwight McNeil controls the ball.jpg,https://commons.wikimedia.org/wiki/File:Dwight McNeil controls the ball.jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Kstuttard&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Kstuttard (page does not exist)"">Kelvin Stuttard</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Dwight%20McNeil%20controls%20the%20ball.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Dwight McNeil controls the ball.jpg
Bernd Leno,Q309966,20180602 FIFA Friendly Match Austria vs. Germany Bernd Leno 850 0646.jpg,https://commons.wikimedia.org/wiki/File:20180602 FIFA Friendly Match Austria vs. Germany Bernd Leno 850 0646.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Granada"" title=""User:Granada"">Granada</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/20180602%20FIFA%20Friendly%20Match%20Austria%20vs.%20Germany%20Bernd%20Leno%20850%200646.jpg?width=800,/Users/mzahariev/footballspinner/public/players/20180602 FIFA Friendly Match Austria vs. Germany Bernd Leno 850 0646.jpg
Tom Cairney,Q1061904,Tom Cairney 2016.jpg,https://commons.wikimedia.org/wiki/File:Tom Cairney 2016.jpg,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/34517490@N00"">Nick</a> from Bristol, UK",CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Tom%20Cairney%202016.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Tom Cairney 2016.jpg
Jorge Cuenca,Q28972640,Jorge Cuenca 24082024.jpg,https://commons.wikimedia.org/wiki/File:Jorge Cuenca 24082024.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Cuenca%2024082024.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Jorge Cuenca 24082024.jpg
Sander Berge,Q20675980,Norway Italy - June 2025 E 25 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Norway Italy - June 2025 E 25 (cropped).jpg,"<a href=""//commons.wikimedia.org/w/index.php?title=User:MichaelEmilio&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:MichaelEmilio (page does not exist)"">MichaelEmilio</a>",CC BY 4.0 (https://creativecommons.org/licenses/by/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Norway%20Italy%20-%20June%202025%20E%2025%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Norway Italy - June 2025 E 25 (cropped).jpg
Alex Iwobi,Q21091691,Alex Iwobi 2019.jpg,https://commons.wikimedia.org/wiki/File:Alex Iwobi 2019.jpg,Антон Зайцев,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Alex%20Iwobi%202019.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Alex Iwobi 2019.jpg
Jonah Kusi-Asare,Q122227001,"Jonah Kusi-Asare (AIK, 23 October 2023).jpg","https://commons.wikimedia.org/wiki/File:Jonah Kusi-Asare (AIK, 23 October 2023).jpg","<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/198658015@N03"">Amanda Aikioniemi</a>",Public domain,player,https://commons.wikimedia.org/wiki/Special:FilePath/Jonah%20Kusi-Asare%20%28AIK%2C%2023%20October%202023%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Jonah Kusi-Asare (AIK 23 October 2023).jpg
Samuel Chukwueze,Q57017297,Samu Chukwueze.jpg,https://commons.wikimedia.org/wiki/File:Samu Chukwueze.jpg,Антон Зайцев,CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Samu%20Chukwueze.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Samu Chukwueze.jpg
Saša Lukić,Q19594166,Saša Lukić with a fan 110502024 (cropped).jpg,https://commons.wikimedia.org/wiki/File:Saša Lukić with a fan 110502024 (cropped).jpg,"<a href=""//commons.wikimedia.org/wiki/User:Timmy96"" title=""User:Timmy96"">Timmy96</a>",CC0 (http://creativecommons.org/publicdomain/zero/1.0/deed.en),player,https://commons.wikimedia.org/wiki/Special:FilePath/Sa%C5%A1a%20Luki%C4%87%20with%20a%20fan%20110502024%20%28cropped%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Saša Lukić with a fan 110502024 (cropped).jpg
Timothy Castagne,Q18041089,Timothy Castagne 01.jpg,https://commons.wikimedia.org/wiki/File:Timothy Castagne 01.jpg,"<a href=""//commons.wikimedia.org/wiki/User:Ago76"" title=""User:Ago76"">Ago76</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Timothy%20Castagne%2001.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Timothy Castagne 01.jpg
Kevin,Q605834,silhouette-player.png,,Wikimedia contributor,CC,fallback,/img/silhouette-player.png,
Benjamin Lecomte,Q2070900,FC Lorient - May 24th 2013 training - Benjamin Lecomte 1.JPG,https://commons.wikimedia.org/wiki/File:FC Lorient - May 24th 2013 training - Benjamin Lecomte 1.JPG,"<a href=""//commons.wikimedia.org/wiki/User:XIIIfromTOKYO"" title=""User:XIIIfromTOKYO"">XIIIfromTOKYO</a>",CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/FC%20Lorient%20-%20May%2024th%202013%20training%20-%20Benjamin%20Lecomte%201.JPG?width=800,/Users/mzahariev/footballspinner/public/players/FC Lorient - May 24th 2013 training - Benjamin Lecomte 1.JPG
Calvin Bassey,Q97059010,GAE - Ajax - 52788531068 (Calvin Bassey).jpg,https://commons.wikimedia.org/wiki/File:GAE - Ajax - 52788531068 (Calvin Bassey).jpg,Carlo Bruil Fotografie,CC BY 2.0 (https://creativecommons.org/licenses/by/2.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/GAE%20-%20Ajax%20-%2052788531068%20%28Calvin%20Bassey%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/GAE - Ajax - 52788531068 (Calvin Bassey).jpg
Ryan Sessegnon,Q26250297,"2020-03-10 Fußball, Männer, UEFA Champions League Achtelfinale, RB Leipzig - Tottenham Hotspur 1DX 3696 by Stepro.jpg","https://commons.wikimedia.org/wiki/File:2020-03-10 Fußball, Männer, UEFA Champions League Achtelfinale, RB Leipzig - Tottenham Hotspur 1DX 3696 by Stepro.jpg","<a href=""//commons.wikimedia.org/wiki/User:Stepro"" title=""User:Stepro"">Steffen Prößdorf</a>",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/2020-03-10%20Fu%C3%9Fball%2C%20M%C3%A4nner%2C%20UEFA%20Champions%20League%20Achtelfinale%2C%20RB%20Leipzig%20-%20Tottenham%20Hotspur%201DX%203696%20by%20Stepro.jpg?width=800,/Users/mzahariev/footballspinner/public/players/2020-03-10 Fußball Männer UEFA Champions League Achtelfinale RB Leipzig - Tottenham Hotspur 1DX 3696 by Stepro.jpg
Issa Diop,Q21621180,Hertha BSC vs. West Ham United 20190731 (179).jpg,https://commons.wikimedia.org/wiki/File:Hertha BSC vs. West Ham United 20190731 (179).jpg,"--<a href=""//commons.wikimedia.org/wiki/User:Steindy"" title=""User:Steindy"">Steindy</a> (<a href=""//commons.wikimedia.org/wiki/User_talk:Steindy"" title=""User talk:Steindy""><span class=""signature-talk"">talk</span></a>) 16:15, 29 August 2019 (UTC)",CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0),player,https://commons.wikimedia.org/wiki/Special:FilePath/Hertha%20BSC%20vs.%20West%20Ham%20United%2020190731%20%28179%29.jpg?width=800,/Users/mzahariev/footballspinner/public/players/Hertha BSC vs. West Ham United 20190731 (179).jpg
